parameter_id,IMPC_CSD_033_001
gene_accession_id,MGI:95835
analysis_id,gcdv1ryxg49r9g5
pvalue,0.4645682
gene_symbol,Hspa5
mouse_life_stage,E12.5
parameter_name,Gait
mouse_strain,C57BL
