parameter_id,IMPC_IPG_011_001
mouse_strain,C57BL
gene_symbol,Frmpd1
analysis_id,62266h24fsom8zu
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
pvalue,0.6746993
parameter_name,Initial response to glucose challenge
