parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:2140475
analysis_id,l87k7o5lxp93g87
pvalue,0.7790452
gene_symbol,AU040320
parameter_name,Fractional Shortening
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
