parameter_id,JAXLA_CSD_021_001
analysis_id,0u6r146m2lj8801
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:1914256
pvalue,0.7542438
gene_symbol,Cisd2
mouse_strain,C57BL
mouse_life_stage,Early adult
