parameter_id,IMPC_GRS_011_001
pvalue,0.9371728
gene_symbol,Atrn
analysis_id,phk42032pz83224
gene_accession_id,MGI:1341628
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_life_stage,Early adult
