gene_symbol,Mgst2
pvalue,0.3614087
mouse_strain,C57BL
parameter_name,Heart weight
parameter_id,IMPC_HWT_008_001
analysis_id,2r877w52c94h9l7
mouse_life_stage,Early adult
gene_accession_id,MGI:2448481
