gene_symbol,Arpc2
mouse_life_stage,Early adult
analysis_id,b3r5zr5sk3khns3
parameter_id,IMPC_IMM_004_001
mouse_strain,129SV
gene_accession_id,MGI:1923959
parameter_name,NKT cells (panel A)
pvalue,0.8317492
