gene_symbol,Snap23
mouse_strain,C57BL
analysis_id,2q79553674u9t89
pvalue,0.8202817
mouse_life_stage,Middle aged adult
parameter_name,Bone Area
gene_accession_id,MGI:109356
parameter_id,IMPC_DXA_010_001
