gene_symbol,AU040320
mouse_strain,C57BL
analysis_id,6x9r75x4439cd81
gene_accession_id,MGI:2140475
parameter_id,JAX_LDT_003_001
parameter_name,Time mobile light side
mouse_life_stage,Late adult
pvalue,0.2191726
