mouse_strain,C57BL
gene_accession_id,MGI:1915806
parameter_id,ESLIM_007_001_007
mouse_life_stage,Early adult
analysis_id,92vm8jitgd2v03f
pvalue,0.9226866
gene_symbol,Uckl1
parameter_name,Periphery resting time
