gene_symbol,Tiprl
pvalue,0.5341065
mouse_life_stage,Early adult
analysis_id,a3c5h7cle29a6x1
parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
gene_accession_id,MGI:1915087
mouse_strain,C57BL
