mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,MGP_IMM_081_001
gene_accession_id,MGI:1917604
parameter_name,Effector CD8+ T cells - % of CD45+
analysis_id,krco18m72fg6yp8
gene_symbol,Secisbp2l
pvalue,0.5512557
