mouse_life_stage,E18.5
parameter_id,MGP_MLN_031_001
mouse_strain,C57BL
analysis_id,etd030ld9u8avfo
parameter_name,Total NK cells - % of CD45+
gene_accession_id,MGI:1344367
pvalue,0.5054429
gene_symbol,Grem2
