parameter_id,IMPC_CBC_008_001
analysis_id,f58gjfuse267d2j
pvalue,0.9106787
mouse_strain,C57BL
gene_accession_id,MGI:109384
parameter_name,Total bilirubin
mouse_life_stage,Early adult
gene_symbol,Atf3
