parameter_id,IMPC_ECG_008_001
pvalue,0.2524916
parameter_name,ST
analysis_id,3kqta20f0v1n4hh
mouse_life_stage,Early adult
gene_accession_id,MGI:2685266
gene_symbol,Pglyrp3
mouse_strain,C57BL
