parameter_id,IMPC_IPG_010_001
gene_accession_id,MGI:1913396
pvalue,0.8194446
mouse_life_stage,Early adult
analysis_id,57f071yo5xn3mbk
gene_symbol,Maco1
parameter_name,Fasted blood glucose concentration
mouse_strain,C58BL
