gene_symbol,Ddx27
analysis_id,u86l4e5a446ysyg
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
pvalue,0.5399423
gene_accession_id,MGI:2385884
parameter_id,JAX_LDT_005_001
mouse_strain,129SV
