parameter_name,Eye
mouse_life_stage,Early adult
gene_symbol,Lamb3
parameter_id,M-G-P_013_001_001
pvalue,0.7183752
gene_accession_id,MGI:99915
mouse_strain,C57BL
analysis_id,39i682w8yzq933a
