gene_symbol,Eprs1
mouse_strain,C57BL
pvalue,0.6174699
parameter_name,Resting Treg cells - % of CD45+
parameter_id,MGP_IMM_078_001
analysis_id,x10z4r011nqlt8j
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
