parameter_name,BMC/Body weight
mouse_life_stage,Early adult
analysis_id,c88t27285p82u33
gene_symbol,Ints7
parameter_id,IMPC_DXA_007_001
mouse_strain,C57BL
pvalue,0.6313346
gene_accession_id,MGI:1924315
