gene_symbol,Mapkap1
pvalue,0.09186494
gene_accession_id,MGI:2444554
parameter_name,HDL-cholesterol
mouse_strain,C57BL
parameter_id,IMPC_CBC_016_001
mouse_life_stage,E15.5
analysis_id,cg67n722zcne742
