gene_symbol,Ints7
analysis_id,525qf8c76867655
mouse_life_stage,Early adult
parameter_id,MGP_IMM_110_001
gene_accession_id,MGI:1924315
pvalue,0.7997196
parameter_name,Transitional 1 B cells - % of CD45+
mouse_strain,C57BL
