gene_symbol,Ddx27
pvalue,0.08266057
gene_accession_id,MGI:2385884
parameter_id,HMGULA_CBC_017_001
parameter_name,Triglycerides
mouse_strain,C57BL
analysis_id,5x9dj57skdnaptd
mouse_life_stage,Early adult
