parameter_id,M-G-P_006_001_026
gene_symbol,Tnni1
analysis_id,r157zfdj265j326
parameter_name,Fusion of vertebrae
gene_accession_id,MGI:105073
pvalue,0.08765667
mouse_strain,C57BL
mouse_life_stage,Early adult
