parameter_id,JAX_LDT_008_001
parameter_name,Percent time in dark
analysis_id,8h34d4ob2aw82g1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6361274
gene_symbol,Nanp
gene_accession_id,MGI:1914561
