gene_symbol,Bmi1
parameter_name,Haemoglobin
analysis_id,q44f198b6z6rm99
parameter_id,ESLIM_016_001_003
mouse_strain,C57BL
gene_accession_id,MGI:88174
pvalue,0.461947
mouse_life_stage,E15.5
