gene_symbol,OLA1
parameter_name,Mean platelet volume
parameter_id,IMPC_HEM_019_001
mouse_life_stage,E18.5
pvalue,0.7779185
analysis_id,onuy5pagovj96fv
mouse_strain,C57BL
gene_accession_id,MGI:1914309
