gene_symbol,Dcaf12
mouse_strain,C57BL
pvalue,0.3899902
parameter_name,Mean left eye lens density
analysis_id,s68u0384jq9h7n0
parameter_id,IMPC_EYE_056_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
