parameter_id,JAXLA_OFD_020_001
mouse_life_stage,Early adult
pvalue,0.6876739
analysis_id,6d78k4mq7g85oi0
parameter_name,Distance travelled - total
gene_symbol,Snrpb2
gene_accession_id,MGI:104805
mouse_strain,C57BL
