gene_symbol,Dnajc6
pvalue,0.06988116
mouse_life_stage,Early adult
parameter_id,MGP_PBI_002_001
gene_accession_id,MGI:1919935
analysis_id,qqjo8w2zho132va
mouse_strain,C57BL
parameter_name,Alpha beta T cell percentage
