parameter_id,MGP_CSD_025_001
mouse_life_stage,E9.5
analysis_id,zj243952nj5788l
gene_accession_id,MGI:1914071
pvalue,0.6432037
mouse_strain,C57BL
parameter_name,Ventral coat/hair presence
gene_symbol,Bcs1l
