parameter_name,Distance travelled - total
analysis_id,5qq82h87259j8f4
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8501542
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
parameter_id,JAX_OFD_020_001
