gene_symbol,Fgb
parameter_id,MGP_MLN_063_001
gene_accession_id,MGI:99501
pvalue,0.3627317
mouse_life_stage,Early adult
analysis_id,n201ah6l988alrc
parameter_name,Total ab T cells - % of CD45+
mouse_strain,C57BL
