gene_symbol,Ddx27
parameter_name,Snout size
pvalue,0.4953774
mouse_strain,129SV
parameter_id,MGP_CSD_067_001
analysis_id,w2253wn2605b26x
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
