parameter_id,MGP_CSD_066_001
pvalue,0.7478681
analysis_id,m0ior60odfdnh23
gene_symbol,Nr0b2
parameter_name,Snout morphology
gene_accession_id,MGI:1346344
mouse_life_stage,Early adult
mouse_strain,B6J
