parameter_id,MGP_IMM_112_001
gene_accession_id,MGI:2685266
analysis_id,t66284f11s5w650
pvalue,0.4592248
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
parameter_name,Follicular B cells - % of CD45+
mouse_strain,C57BL
