parameter_name,Distance travelled - total
mouse_life_stage,Early adult
pvalue,0.8405421
mouse_strain,C57BL
gene_symbol,Car13
analysis_id,604c155bz0r5gb6
parameter_id,JAX_OFD_020_001
gene_accession_id,MGI:1931322
