parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:1919137
mouse_life_stage,Early adult
pvalue,0.6076812
gene_symbol,Ppm1j
parameter_name,Chloride
mouse_strain,C57BL
analysis_id,uoysk081140c6u0
