gene_symbol,Snap23
pvalue,0.4594892
gene_accession_id,MGI:109356
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,44n69q430nter0l
parameter_id,IMPC_ACS_033_001
