parameter_id,JAX_OFD_017_001
gene_symbol,Arnt
analysis_id,2004436i19h2o86
pvalue,0.1724244
mouse_life_stage,Early adult
parameter_name,Center average speed
mouse_strain,C57BL
gene_accession_id,MGI:88071
