gene_symbol,Cldn19
gene_accession_id,MGI:3033992
analysis_id,9mm1ezgtu8qkn0t
pvalue,0.6479047
mouse_strain,C57BL
parameter_name,Conditioning Baseline % Freezing Time
mouse_life_stage,Early adult
parameter_id,IMPC_FEA_003_001
