parameter_id,IMPC_FEA_106_001
analysis_id,94u69r0j04jw3is
mouse_strain,C57BL
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
pvalue,0.5898213
