gene_symbol,Ntmt2
pvalue,0.2854306
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:2685053
analysis_id,31iyv2p6nv288lb
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_006_001
mouse_strain,C57BL
