gene_symbol,Zmynd8
pvalue,0.3276598
parameter_id,MGP_PBI_010_001
mouse_life_stage,Early adult
analysis_id,3c003vy62kg1y29
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
mouse_strain,C57BL
gene_accession_id,MGI:1918025
