pvalue,1.7105e-32
mouse_strain,C57BL
parameter_name,Femur
gene_symbol,Duoxa2
parameter_id,IMPC_XRY_024_001
analysis_id,swwce023y262enr
gene_accession_id,MGI:1914061
mouse_life_stage,Early adult
