parameter_id,IMPC_ECH_005_001
mouse_strain,C57BL
parameter_name,Fractional Shortening
gene_accession_id,MGI:1923959
pvalue,0.7404025
gene_symbol,Arpc2
analysis_id,2n3791ub3v4bb07
mouse_life_stage,Early adult
