parameter_id,JAXLA_CSD_022_001
analysis_id,734033ns19qm9n7
mouse_strain,C57BL
parameter_name,Hindlimbs - size
gene_symbol,Arpc5l
pvalue,0.07742144
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
