gene_symbol,Frmpd1
pvalue,0.8782055
parameter_name,Coat - hair distribution - back
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
analysis_id,i287vu9g0e6x53k
parameter_id,IMPC_CSD_011_001
