gene_symbol,Cldn19
mouse_strain,C57BL
pvalue,9.542796e-05
parameter_id,IMPC_ECG_008_001
parameter_name,ST
mouse_life_stage,Early adult
analysis_id,1ym8s99l946y39l
gene_accession_id,MGI:3033992
