gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_name,Thyroxine
pvalue,0.6225275
analysis_id,7d384u36n1wo8o8
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_053_001
