gene_symbol,Wars2
parameter_id,IMPC_IMM_004_001
parameter_name,NKT cells (panel A)
mouse_life_stage,E9.5
analysis_id,i79tb7k8w97756d
mouse_strain,C57BL
pvalue,0.5682646
gene_accession_id,MGI:1917810
