gene_symbol,Col6a3
parameter_id,MGP_IMM_078_001
pvalue,0.9007078
analysis_id,88g160wl9vf52p1
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of CD45+
mouse_strain,C57BL
