mouse_strain,129SV
pvalue,0.3513545
parameter_name,Weight
parameter_id,M-G-P_005_001_001
analysis_id,49tz8suon13yu46
mouse_life_stage,Early adult
gene_symbol,Cntfr
gene_accession_id,MGI:99605
