parameter_id,IMPC_DXA_010_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,lodw592q91m056h
gene_accession_id,MGI:2685053
gene_symbol,Ntmt2
pvalue,0.5371337
parameter_name,Bone Area
