gene_symbol,Ddx27
analysis_id,48i1438e361qsj6
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
parameter_name,Total cholesterol
parameter_id,JAXLA_CBC_015_001
mouse_strain,129SV
pvalue,0.6728395
