parameter_name,Calcium
mouse_life_stage,E15.5
analysis_id,940ywipbr9b3j43
pvalue,0.05972003
gene_symbol,Mapkap1
parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:2444554
mouse_strain,C57BL
