gene_symbol,DNAJC6
pvalue,0.5229505
parameter_name,Eye
gene_accession_id,MGI:1919935
parameter_id,M-G-P_014_001_001
analysis_id,304svw4wobg156h
mouse_strain,C57BL
mouse_life_stage,Early adult
