parameter_id,IMPC_OFD_022_001
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
gene_symbol,Arpc2
mouse_strain,C57BL
pvalue,0.6185377
analysis_id,82i4485q0j99wx3
parameter_name,Percentage center time
