gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
parameter_name,Narrow eye opening
mouse_strain,C57BL
parameter_id,IMPC_EYE_006_001
pvalue,0.5178658
analysis_id,z3m49fo0yd49rrd
