mouse_life_stage,Middle aged adult
parameter_id,ESLIM_001_001_117
gene_symbol,Lpgat1
parameter_name,eye size
pvalue,0.4777325
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,85052v622v5f267
