parameter_id,IMPC_ECG_008_001
pvalue,0.3876167
mouse_life_stage,Early adult
gene_symbol,Cntfr
mouse_strain,C57BL
analysis_id,2p872bm29284lj9
parameter_name,ST
gene_accession_id,MGI:99605
