parameter_id,UCDLA_EYE_083_001
mouse_life_stage,Middle aged adult
gene_symbol,Lpgat1
parameter_name,Vitreous
gene_accession_id,MGI:2446186
analysis_id,yb8j51pn1iu4244
pvalue,0.7136649
mouse_strain,C57BL
