gene_symbol,Cds2
gene_accession_id,MGI:1332236
pvalue,0.3410861
mouse_life_stage,Early adult
analysis_id,80u61t0q4y0xc5h
parameter_name,Creatinine
parameter_id,JAX_URI_002_001
mouse_strain,C57BL
