pvalue,0.07399476
parameter_name,Coat colouration
mouse_strain,C57BL
parameter_id,M-G-P_026_001_004
gene_symbol,Slc28a2
mouse_life_stage,Early adult
gene_accession_id,MGI:1913105
analysis_id,i654zw913t92j6m
